name,iban,bic,amount,reference,address,favorite_store
Marco Dumitrescu,NL91ABNA0417164300,RABONL2UXXX,5381.27,Bonus 2024280,"Via Nazionale 328, 77170 Milan",Migros
Giuseppe Stoica,NL91ABNA0417164300,ABNANL2AXXX,13164.75,Retainer 2024628,"Via Nazionale 601, 42449 Vienna",Alcampo
Marian Stoica,FR1420041010050500013M02606,CEPAFRPP415,22065.16,Support 2025564,"Kirchweg 295, 20692 Turin",Jumbo
Alexandru Smith,BE68539007547034,GEBABEBB,37341.24,Order 2026901,"Calea Victoriei 75, 65165 Naples",Conad
Noah Popescu,AT611904300234573201,RLNWATWWXXX,22008.03,Invoice 2025360,"Avenue des Champs 422, 41826 Utrecht",Carrefour Romania
William Jones,NL91ABNA0417164300,ABNANL2AXXX,46927.60,Fee 2026314,"Via Nazionale 722, 67890 Naples",Penny
Marco Jones,AT483200000012345864,BKAUATWWXXX,21770.68,Services 2024225,"Victoria Street 755, 40590 Nice",Casino
Finn Popa,CH9300762011623852957,POFICHBEXXX,24090.92,Advance 2024520,"Plaza de España 966, 75754 Eindhoven",Casino
Noah Schmidt,FR7630006000011234567890189,CRLYFRPPXXX,41989.58,License 2024847,"Gartenstrasse 693, 93653 Cologne",Coop
Sarah Stan,CH9300762011623852957,CRESCHZZXXX,8884.88,Credit Note 2026937,"Green Lane 909, 84087 Nice",Rewe
Sophie Colombo,ES1000492352082414205416,CAIXESBBXXX,5674.92,Order 2025936,"Bulevardul Unirii 202, 23932 Stuttgart",Migros
Becker KG,BE68539007547034,KREDBEBB,1044.14,Retainer 2025573,"Via Milano 600, 46699 Berlin",Edeka
Francisco Klein,FR1420041010050500013M02606,AGRIFRPPXXX,29820.15,License 2026712,"Victoria Street 420, 50426 Brussels",Lidl
William Russo,DE44500105175407324931,DEUTDEFFXXX,27253.71,Refund 2025551,"Calle Mayor 318, 44232 Lille",Casino
Durand Group,RO49AAAA1B31007593840000,BTRLRO22XXX,48212.85,Bonus 2026633,"Park Avenue 321, 70556 Bilbao",Plus
Cristian Ferrari,NL91ABNA0417164300,ABNANL2AXXX,47923.40,Support 2024216,"Plaza de España 248, 44711 Toulouse",Carrefour
Andreea Barbu,RO76BTRL01304205R50067XX,BCYPROBUXXX,3503.23,License 2024992,"Avenue des Champs 435, 53320 Bologna",Penny
Weber KG,ES9121000418450200051332,CAIXESBBXXX,26111.96,Payment 2024148,"High Street 479, 93311 Berlin",El Corte Inglés
Francois Stoica,RO76BTRL01304205R50067XX,BTRLRO22XXX,28191.66,Maintenance 2025840,"Via Nazionale 740, 69119 Berlin",Spar
Alexander Russo,ES1000492352082414205416,BSCHESMM,49252.19,Retainer 2026640,"Calle Real 943, 93142 Barcelona",Penny
Lena Lopez,FR7630006000011234567890189,CEPAFRPP415,38252.61,Subscription 2025357,"Corso Italia 601, 66689 Rome",Edeka
Emma Gonzalez,DE27100777770209299700,BYLADEM1XXX,41489.34,Support 2026917,"Church Road 791, 43192 Rotterdam",Lidl
Felix Esposito,ES1000492352082414205416,POPUESMM,32929.57,Order 2024065,"Station Road 554, 63585 Paris",Alcampo
Dubois Partners,IT40S0542811101000000123456,INTESA,48780.79,Subscription 2025881,"Gartenstrasse 554, 44535 Stuttgart",Carrefour Italia
Alexander Lopez,CH5604835012345678009,POFICHBEXXX,21383.45,Contract 2025104,"Church Road 968, 44612 Paris",Monoprix
Ioana Marin,FR7612548029989876543210843,AGRIFRPPXXX,39457.75,Contract 2025076,"Bahnhofstrasse 467, 87251 Bordeaux",Edeka
Maria Schmidt,DE44500105175407324931,DRESDEFF100,10845.63,Credit Note 2026833,"Bahnhofstrasse 89, 58326 Berlin",Plus
Esposito International,IT60X0542811101000000123456,INTESA,2489.07,Refund 2026681,"Hauptstrasse 638, 22433 Milan",Mega Image
Mia Smith,IT60X0542811101000000123456,BCITITMM,9707.53,License 2026314,"Rue du Commerce 537, 59815 Cluj-Napoca",Alcampo
Bernard Consulting,ES9121000418450200051332,BBVAESMM,23041.31,Order 2025432,"Church Street 197, 62259 Barcelona",Kaufland Romania
Giovanni Thomas,DE27100777770209299700,BYLADEM1XXX,6934.71,Services 2026420,"Plaza de España 172, 83535 Seville",Edeka
Lukas Ionescu,DE62370400440532013001,COBADEFFXXX,18594.53,Credit Note 2026553,"Piazza Garibaldi 605, 76299 Turin",Dia
Thomas Trading,AT611904300234573201,RLNWATWWXXX,12262.38,License 2024975,"Bulevardul Unirii 195, 96348 Toulouse",Dia
Noah Davis,FR7630006000011234567890189,BNPAFRPPXXX,27271.62,Fee 2025847,"Gartenstrasse 498, 73114 Bordeaux",Aldi
John Ferrari,FR7612548029989876543210843,BNPAFRPPXXX,10854.44,License 2026976,"Station Road 828, 79818 Lyon",Albert Heijn
Giovanni Martin,ES7921000813610123456789,CAIXESBBXXX,2139.03,Advance 2025403,"Green Lane 571, 22072 Stuttgart",Casino
Lopez Services,BE68539007547034,AXABBE22XXX,10945.98,Subscription 2026904,"Calle Mayor 157, 72327 Rotterdam",Albert Heijn
Juan Robert,CH5604835012345678009,UBSWCHZHXXX,43545.59,License 2024229,"Calle Mayor 369, 88494 Salzburg",Esselunga
Mia Bernard,DE91100000000123456789,BYLADEM1XXX,21634.84,Services 2024268,"Corso Italia 932, 60780 Bucharest",Leclerc
Lena Miller,FR7630006000011234567890189,BNPAFRPPXXX,26109.24,License 2026935,"Calle Mayor 389, 55165 Dresden",Coop Schweiz
Smith Partners,FR1420041010050500013M02606,SOGEFRPPXXX,45582.59,Order 2026604,"Bulevardul Unirii 600, 58048 Naples",Jumbo
Jean Robert,CH5604835012345678009,UBSWCHZHXXX,46418.90,Subscription 2024363,"Church Road 361, 25074 Antwerp",Carrefour Italia
Thomas Industries,AT483200000012345864,GIBAATWWXXX,34001.94,Retainer 2026797,"Via Nazionale 703, 22225 Eindhoven",Mega Image
Paul Wagner,ES9121000418450200051332,SABSESMMXXX,3950.34,Commission 2025299,"Green Lane 566, 60377 Florence",Jumbo
Lukas Bianchi,ES1000492352082414205416,CAIXESBBXXX,46234.61,Retainer 2024096,"Kirchweg 985, 38389 Vienna",Jumbo
Sophie Romano,AT483200000012345864,RLNWATWWXXX,20419.17,Support 2024939,"Park Road 381, 15774 Nice",Rewe
Alain Dubois,BE71096123456769,KREDBEBB,30140.72,Credit Note 2026299,"Via Nazionale 814, 33437 Milan",Denner
Michael Meyer,DE89370400440532013000,INGDDEFFXXX,5408.70,Commission 2025962,"Strada Principala 431, 77240 Antwerp",Mercadona
Carlos Koch,NL02ABNA0123456789,INGBNL2AXXX,48712.99,Retainer 2026203,"Rue du Commerce 987, 14003 Bordeaux",Carrefour
Paul Richter,RO76BTRL01304205R50067XX,BTRLRO22XXX,27907.69,Salary 2025002,"Church Street 835, 93504 Brussels",Coop Schweiz
Petit Solutions,CH5604835012345678009,POFICHBEXXX,5813.95,Consulting 2024548,"Avenida Principal 194, 64223 Amsterdam",Leclerc
Felix Esposito,AT611904300234573201,BKAUATWWXXX,16229.04,Advance 2026327,"Park Road 522, 95222 Barcelona",Monoprix
Sarah Durand,RO09BCYP0000001234567890,INGBROBU,17389.24,Bonus 2024508,"Hauptstrasse 778, 18235 Marseille",Leclerc
Jean Constantinescu,AT611904300234573201,GIBAATWWXXX,13803.55,Order 2026134,"Manor Road 501, 45458 Florence",Carrefour Romania
Jose Ionescu,ES7921000813610123456789,CAIXESBBXXX,43725.92,Payment 2026974,"Park Avenue 4, 17689 Bologna",Migros
Ben Hernandez,BE71096123456769,AXABBE22XXX,34392.10,Fee 2026952,"Rue de la Paix 233, 17438 Amsterdam",Dia
Davis Partners,ES7921000813610123456789,BSCHESMM,32048.53,Subscription 2026063,"Via Milano 303, 56380 Lille",Rewe
Marin Corporation,ES1000492352082414205416,CAIXESBBXXX,25644.01,Refund 2026492,"Via Nazionale 258, 18945 Nice",Coop
Robert Hoffmann,ES9121000418450200051332,BBVAESMM,22815.52,Support 2026227,"Green Lane 916, 63391 Lyon",Kaufland Romania
Schulz Industries,BE71096123456769,KREDBEBB,14648.73,Order 2026573,"Via Milano 690, 30361 Amsterdam",Real
Moldovan AG,FR1420041010050500013M02606,CEPAFRPP415,47585.14,Advance 2026456,"Gartenstrasse 672, 62778 Eindhoven",Edeka
Andreea Popa,BE68539007547034,AXABBE22XXX,23974.39,Contract 2026654,"Piazza Garibaldi 964, 87996 Dresden",Spar
Giuseppe Ferrari,NL02ABNA0123456789,INGBNL2AXXX,41651.45,Support 2024172,"Boulevard Victor Hugo 45, 19126 Nice",Real
Marco Becker,FR7612548029989876543210843,BNPAFRPPXXX,16110.08,Subscription 2025428,"Park Avenue 694, 38317 Brussels",Denner
Mueller Trading,FR1420041010050500013M02606,CEPAFRPP415,27519.87,Salary 2025588,"Hauptstrasse 415, 17661 Vienna",Alcampo
Popa Systems,RO49AAAA1B31007593840000,BCYPROBUXXX,12100.81,Commission 2024164,"Station Road 590, 83721 Paris",Esselunga
Hans Popa,RO66BRDE410SV38975310410,INGBROBU,29076.21,Retainer 2025817,"Green Lane 439, 76675 Toulouse",Kaufland
Giuseppe Wagner,AT611904300234573201,BKAUATWWXXX,19497.90,Services 2025461,"Station Road 597, 31313 Toulouse",Edeka
Lukas Moldovan,FR7612548029989876543210843,CEPAFRPP415,46775.69,Subscription 2025701,"Victoria Street 922, 76363 Salzburg",Auchan
Martin Holdings,CH9300762011623852957,CRESCHZZXXX,10651.63,Contract 2025114,"Via Roma 761, 91178 Malaga",Aldi
Mihai Bianchi,FR7630006000011234567890189,BNPAFRPPXXX,49282.43,Invoice 2025601,"Avenue des Champs 932, 14189 Cluj-Napoca",Aldi
Ben Durand,AT611904300234573201,GIBAATWWXXX,34231.52,Advance 2025320,"Calea Victoriei 907, 73104 Salzburg",Albert Heijn
David Romano,ES1000492352082414205416,BBVAESMM,45754.90,License 2024193,"Bahnhofstrasse 404, 94217 Bilbao",Jumbo
Wagner Corporation,CH9300762011623852957,UBSWCHZHXXX,36179.75,Fee 2025208,"Kirchweg 195, 46254 Antwerp",Monoprix
Ionescu Solutions,AT483200000012345864,GIBAATWWXXX,20658.77,Salary 2025996,"Hauptstrasse 905, 24609 Bucharest",El Corte Inglés
Felix Tudor,BE68539007547034,GKCCBEBB,26369.35,Fee 2024120,"Schulstrasse 452, 54672 Dresden",Denner
Martinez International,BE68539007547034,GEBABEBB,46140.74,Retainer 2026801,"Strada Principala 367, 94964 Rotterdam",Edeka
Juan Schaefer,NL91ABNA0417164300,RABONL2UXXX,48449.99,Invoice 2026057,"Avenue des Champs 360, 32477 Naples",Jumbo
David Davis,RO66BRDE410SV38975310410,INGBROBU,45126.84,Refund 2026753,"Church Street 5, 99141 Hamburg",Kaufland
Ben Gonzalez,AT611904300234573201,GIBAATWWXXX,42056.64,Bonus 2025228,"Hauptstrasse 990, 70264 Cologne",Mega Image
Manuel Colombo,FR7612548029989876543210843,BNPAFRPPXXX,4086.82,Credit Note 2024075,"Gartenstrasse 541, 56326 Paris",Carrefour Romania
Lukas Romano,RO76BTRL01304205R50067XX,BCYPROBUXXX,47126.08,Order 2024823,"Calea Victoriei 906, 91581 Rotterdam",Real
Durand GmbH,BE68539007547034,AXABBE22XXX,12607.41,Consulting 2025098,"Strada Principala 270, 98957 Dresden",Migros
Lisa Richter,CH9300762011623852957,UBSWCHZHXXX,40385.09,Retainer 2026208,"Bahnhofstrasse 806, 44810 Venice",Real
Adrian Dubois,BE71096123456769,GEBABEBB,41354.88,Consulting 2026886,"Gartenstrasse 169, 23834 Vienna",Migros
Emma Martinez,FR1420041010050500013M02606,CEPAFRPP415,2280.76,Services 2024373,"Church Street 524, 67739 Valencia",Migros
James Robert,ES1000492352082414205416,BSCHESMM,39331.40,Consulting 2025155,"Bulevardul Unirii 147, 33517 Turin",Aldi
Laura Popescu,IT28W8000000292100645211111,INTESA,28905.30,Commission 2024367,"Station Road 932, 25940 Nice",Alcampo
Richard Williams,ES1000492352082414205416,CAIXESBBXXX,48174.81,Order 2026809,"Green Lane 959, 63678 Venice",Penny
Adrian Johnson,CH5604835012345678009,UBSWCHZHXXX,49734.03,License 2025895,"Kirchweg 151, 38188 Paris",Rewe
Philippe Robert,FR7612548029989876543210843,CEPAFRPP415,17572.91,Advance 2025341,"Avenida Principal 942, 27020 Antwerp",Carrefour Italia
Richter Systems,BE68539007547034,AXABBE22XXX,28647.47,Services 2026663,"Via Nazionale 492, 36658 Bordeaux",Alcampo
Andreea Constantinescu,NL02ABNA0123456789,RABONL2UXXX,17083.85,Maintenance 2026873,"Kirchweg 552, 29822 Amsterdam",Plus
Lisa Ionescu,AT611904300234573201,BKAUATWWXXX,14647.06,Retainer 2026501,"Park Road 912, 97224 Vienna",Esselunga
Giuseppe Martinez,ES7921000813610123456789,SABSESMMXXX,12464.97,Order 2025704,"Park Road 404, 32211 Zurich",El Corte Inglés
Schneider KG,ES7921000813610123456789,SABSESMMXXX,29809.31,Invoice 2026310,"Hauptstrasse 471, 61116 Bologna",Jumbo
Gheorghiu Group,CH9300762011623852957,UBSWCHZHXXX,2489.52,Contract 2026403,"Calle Mayor 911, 59277 Naples",Rewe
Emma Russo,NL91ABNA0417164300,ABNANL2AXXX,32709.57,Bonus 2026337,"Avenue des Champs 368, 39798 Valencia",Dia
Marian Davis,ES1000492352082414205416,BSCHESMM,30669.52,Fee 2026812,"Park Avenue 377, 79797 Brussels",Denner
Martin International,IT28W8000000292100645211111,BLOPIT22XXX,25719.83,Advance 2025988,"Rue de la Paix 402, 61829 Cluj-Napoca",Edeka
Finn Richter,IT60X0542811101000000123456,BLOPIT22XXX,598.93,Maintenance 2026151,"Via Roma 649, 19099 Venice",Edeka
Jones AG,DE62370400440532013001,DEUTDEFFXXX,26008.83,Services 2025400,"Corso Italia 144, 42752 Lyon",Edeka
Mueller Corporation,IT40S0542811101000000123456,INTESA,47810.20,Services 2026694,"Rue de la Paix 102, 69364 Zurich",Leclerc
Giuseppe Colombo,FR1420041010050500013M02606,CEPAFRPP415,10995.31,Support 2025283,"Green Lane 32, 69365 Antwerp",Plus
Laura Schmidt,RO49AAAA1B31007593840000,BCYPROBUXXX,38069.20,Order 2025771,"Plaza de España 419, 66366 Lyon",Mercadona
Alexandru Popa,ES7921000813610123456789,BBVAESMM,17383.77,Refund 2024650,"Rue du Commerce 782, 92877 Dresden",Dia
Alina Robert,ES1000492352082414205416,BBVAESMM,21464.16,Advance 2024096,"Schulstrasse 25, 68028 Eindhoven",Real
Finn Martinez,RO09BCYP0000001234567890,BTRLRO22XXX,19225.94,Subscription 2024059,"Plaza de España 229, 69011 Bucharest",Spar
Laura Mueller,AT483200000012345864,RLNWATWWXXX,27121.70,Contract 2026877,"Station Road 41, 82423 Paris",Casino
Thomas Technologies,BE71096123456769,KREDBEBB,40238.04,Subscription 2025482,"Calea Victoriei 319, 44213 Frankfurt",Spar
Marco Dumitrescu,RO49AAAA1B31007593840000,BCYPROBUXXX,316.42,Order 2024074,"Church Street 322, 59504 Brussels",Casino
Juan Durand,NL91ABNA0417164300,ABNANL2AXXX,14694.03,Invoice 2025355,"Gartenstrasse 654, 87270 Rome",Aldi
Gonzalez KG,CH5604835012345678009,POFICHBEXXX,39102.17,Consulting 2024215,"High Street 158, 10503 Marseille",Lidl
Mia Esposito,RO49AAAA1B31007593840000,BCYPROBUXXX,40897.94,Fee 2025472,"Corso Italia 307, 73274 Toulouse",Edeka
Carlos Schaefer,IT40S0542811101000000123456,INTESA,14996.97,Credit Note 2026220,"Via Milano 995, 31437 Lille",Rewe
Dubois Group,RO09BCYP0000001234567890,BTRLRO22XXX,28990.32,Salary 2026321,"Avenida Principal 766, 52800 Lille",Kaufland Romania
Noah Gonzalez,AT483200000012345864,RLNWATWWXXX,3337.29,Support 2026305,"Calea Victoriei 60, 12036 Lille",Lidl
Mia Martin,NL91ABNA0417164300,TRIONL2UXXX,19998.90,License 2025140,"Kirchweg 677, 58145 Antwerp",Spar
Popescu Solutions,NL02ABNA0123456789,INGBNL2AXXX,26593.03,Advance 2025845,"Hauptstrasse 429, 91385 Marseille",El Corte Inglés
Alexandru Meyer,ES9121000418450200051332,CAIXESBBXXX,36649.15,Invoice 2026294,"Avenida Principal 372, 48343 Milan",Penny
Garcia Systems,AT483200000012345864,RLNWATWWXXX,26972.22,Payment 2026973,"Rue du Commerce 939, 88157 Frankfurt",El Corte Inglés
Finn Davis,NL91ABNA0417164300,ABNANL2AXXX,47848.21,Salary 2025304,"Avenue des Champs 772, 95648 Frankfurt",Alcampo
Ferrari Systems,IT28W8000000292100645211111,UNCRITMM,43934.33,Order 2026978,"Via Milano 937, 47332 Munich",Denner
Ionescu AG,ES7921000813610123456789,BBVAESMM,3049.84,Salary 2025195,"Church Road 497, 34067 Munich",El Corte Inglés
Richard Thomas,IT40S0542811101000000123456,BPPIITRRXXX,23118.15,Support 2024401,"Via Roma 197, 62212 Berlin",Rewe
Lopez Industries,ES7921000813610123456789,SABSESMMXXX,40148.89,Commission 2026818,"Main Street 803, 43713 Bilbao",Denner
Richter Group,ES9121000418450200051332,CAIXESBBXXX,48805.94,Retainer 2024886,"Strada Principala 834, 83256 Utrecht",Mega Image
Paul Colombo,ES7921000813610123456789,CAIXESBBXXX,2162.16,Credit Note 2026082,"Avenida Principal 251, 56729 Bordeaux",Edeka
Giovanni Marin,IT28W8000000292100645211111,BLOPIT22XXX,40400.79,Support 2026974,"Station Road 173, 62130 Paris",Denner
Weber Holdings,AT483200000012345864,BKAUATWWXXX,24740.52,Salary 2024878,"Rue du Commerce 693, 65371 Malaga",Coop Schweiz
Finn Popa,DE89370400440532013000,INGDDEFFXXX,9921.46,Support 2025162,"Rue du Commerce 800, 93376 Malaga",Leclerc
Richter Systems,CH5604835012345678009,UBSWCHZHXXX,20125.46,Bonus 2025439,"High Street 166, 42531 Lille",Casino
Daniela Fischer,CH9300762011623852957,UBSWCHZHXXX,28572.60,Invoice 2026107,"High Street 431, 78230 Seville",Auchan
Elena Romano,DE27100777770209299700,INGDDEFFXXX,33645.33,Commission 2025803,"Via Milano 666, 16478 Frankfurt",Jumbo
Richard Lopez,ES9121000418450200051332,CAIXESBBXXX,33152.59,Support 2026998,"Park Road 791, 69586 Marseille",El Corte Inglés
Julia Davis,FR7612548029989876543210843,BNPAFRPPXXX,26101.76,Fee 2024601,"Church Road 974, 74595 Vienna",Esselunga
Andreea Smith,BE71096123456769,AXABBE22XXX,19983.05,Maintenance 2025827,"Station Road 621, 24795 Lyon",Carrefour Romania
Alessandro Klein,ES9121000418450200051332,CAIXESBBXXX,30984.39,Refund 2026887,"Plaza de España 184, 93305 Marseille",Esselunga
Sophie Gheorghiu,IT28W8000000292100645211111,INTESA,3701.52,Subscription 2024901,"Calea Victoriei 718, 14574 Utrecht",Carrefour Romania
Richard Constantinescu,IT40S0542811101000000123456,BPPIITRRXXX,16319.84,Maintenance 2024401,"Hauptstrasse 638, 69181 Hamburg",Kaufland
Becker Industries,FR7630006000011234567890189,AGRIFRPPXXX,4968.43,Consulting 2025328,"Corso Italia 82, 98698 Salzburg",Auchan
Giuseppe Jones,DE62370400440532013001,DRESDEFF100,6220.95,Credit Note 2024287,"Church Road 927, 48313 Milan",Esselunga
Ion Barbu,AT611904300234573201,RLNWATWWXXX,33908.34,Consulting 2025299,"Kirchweg 803, 20947 Salzburg",Jumbo
Leon Martinez,DE89370400440532013000,INGDDEFFXXX,34360.14,Support 2025403,"Calle Real 957, 96228 Geneva",Lidl
Felix Schmidt,DE89370400440532013000,COBADEFFXXX,12354.07,Support 2024814,"Corso Italia 205, 97730 Frankfurt",Leclerc
Michel Schulz,BE71096123456769,KREDBEBB,41655.40,Retainer 2026796,"Boulevard Victor Hugo 87, 58107 Rome",Lidl
Rodriguez International,IT40S0542811101000000123456,INTESA,25101.73,Fee 2025868,"Bulevardul Unirii 632, 13973 Geneva",Jumbo
Jonas Mueller,BE68539007547034,KREDBEBB,29364.45,Consulting 2024617,"Via Milano 964, 27586 Dresden",Mega Image
Johnson International,NL91ABNA0417164300,ABNANL2AXXX,19088.19,Salary 2026406,"Calle Real 786, 18667 Valencia",Kaufland
Davis Holdings,NL91ABNA0417164300,TRIONL2UXXX,13130.65,Invoice 2025336,"Church Street 299, 85575 Madrid",Alcampo
Gonzalez International,ES1000492352082414205416,POPUESMM,21357.63,Order 2026301,"Piazza Garibaldi 185, 58457 Lyon",Aldi
Romano Solutions,CH5604835012345678009,UBSWCHZHXXX,32966.06,Services 2026014,"High Street 282, 50268 Brussels",Carrefour Italia
Felix Ionescu,BE71096123456769,GKCCBEBB,7184.19,Contract 2024652,"Gartenstrasse 748, 69671 Rotterdam",Edeka
Hernandez Systems,DE89370400440532013000,COBADEFFXXX,45588.15,Credit Note 2024232,"Church Street 578, 97466 Seville",Carrefour Romania
Jonas Dumitrescu,CH5604835012345678009,POFICHBEXXX,27756.20,Consulting 2026537,"Calle Mayor 606, 70401 Berlin",Penny
Popa GmbH,DE44500105175407324931,COBADEFFXXX,13113.89,Invoice 2025018,"Gartenstrasse 67, 90328 Frankfurt",Carrefour
Noah Russo,DE62370400440532013001,BYLADEM1XXX,7442.36,Maintenance 2025812,"Manor Road 503, 16751 Berlin",Kaufland Romania
Ioana Hoffmann,AT483200000012345864,BKAUATWWXXX,2286.17,Refund 2026062,"Victoria Street 33, 32636 Frankfurt",Aldi
Jean Garcia,CH5604835012345678009,POFICHBEXXX,46175.86,Payment 2024273,"Strada Principala 890, 38740 Naples",Denner
Russo Technologies,ES7921000813610123456789,POPUESMM,9559.19,Invoice 2024524,"Rue du Commerce 717, 36525 Malaga",Migros
Elena Moldovan,FR7630006000011234567890189,AGRIFRPPXXX,39540.82,Payment 2026616,"Gartenstrasse 744, 27740 Cologne",Plus
Carlos Davis,FR7630006000011234567890189,AGRIFRPPXXX,24191.16,License 2026352,"Boulevard Victor Hugo 632, 46733 Bilbao",Casino
Antonio Gheorghiu,BE68539007547034,KREDBEBB,42838.11,Advance 2024216,"Hauptstrasse 614, 33543 Toulouse",Kaufland Romania
Gheorghiu Corporation,CH9300762011623852957,POFICHBEXXX,43594.31,Fee 2026189,"Rue du Commerce 534, 41775 Turin",Mercadona
Maximilian Petit,FR7630006000011234567890189,SOGEFRPPXXX,23822.76,Services 2024767,"Piazza Garibaldi 579, 42587 Turin",Plus
Gheorghiu Corporation,BE68539007547034,GEBABEBB,21359.22,Salary 2026317,"Via Nazionale 248, 90119 Lille",Penny
Martinez Partners,NL02ABNA0123456789,INGBNL2AXXX,4924.65,Support 2025113,"Boulevard Victor Hugo 641, 23564 Eindhoven",Real
Juan Bernard,FR7612548029989876543210843,AGRIFRPPXXX,19355.83,Commission 2026775,"Manor Road 506, 27690 Dresden",Leclerc
Wagner Technologies,AT483200000012345864,BKAUATWWXXX,47735.36,Payment 2025628,"Via Nazionale 862, 75910 Venice",Spar
William Bernard,ES9121000418450200051332,SABSESMMXXX,38210.46,Contract 2024028,"Calle Real 916, 25453 Barcelona",Kaufland
Alain Martinez,FR7630006000011234567890189,SOGEFRPPXXX,41934.72,Services 2026731,"Avenida Principal 546, 29576 Marseille",Aldi
Andrei Smith,NL91ABNA0417164300,RABONL2UXXX,11130.55,Credit Note 2025081,"High Street 959, 70934 Zurich",Albert Heijn
Andreea Weber,NL02ABNA0123456789,ABNANL2AXXX,11626.50,Advance 2024498,"Hauptstrasse 453, 25020 Cologne",Leclerc
Moldovan International,NL02ABNA0123456789,INGBNL2AXXX,7844.67,Contract 2025845,"Rue du Commerce 620, 88931 Barcelona",Carrefour Romania
Popescu Partners,NL91ABNA0417164300,RABONL2UXXX,43510.89,Contract 2025161,"Avenida Principal 241, 40795 Florence",Spar
